,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
ID5246626726,2,7,6,-37.8618349,144.90571599999998,-37.7874325,144.9803767,11633.0,2018-07-21,23:39:32,3645.3,0:40:17,392.52
ID3967783734,1,6,3,-37.7874325,144.9803767,-37.8210245,144.9767611,4374.0,2018-02-26,01:46:19,1067.94,2:04:06,19.07
ID1422265590,0,4,6,-37.811922700000004,145.00999299999998,-37.7907967,144.985865,4390.0,2018-07-24,00:40:04,1211.22,1:00:15,14.16
ID1661399453,0,4,6,-37.8051976,144.9944969,-37.773845,144.9836895,5723.0,2018-01-25,15:26:03,1211.76,15:46:14,9.14
ID3857786610,1,1,8,-37.8083395,144.94903440000002,-37.8158343,145.04645,8855.0,2018-02-16,07:08:28,2530.32,7:50:38,12.79
ID3645506523,1,9,6,-38.1109156,144.65417250000002,-37.7874421,144.9804091,47035.0,2018-04-26,10:18:01,11413.02,13:28:14,47.46
ID1390705361,0,5,1,-37.8111596,144.9295583,-37.8228682,144.9553282,4064.0,2018-05-03,03:55:57,1045.68,4:13:22,13.68
ID3637545011,1,8,6,-37.8158343,145.04645,-37.7908183,144.9857929,7471.0,2018-07-28,16:41:26,2192.7,17:17:58,23.7
ID3889515928,1,9,5,-38.1109156,144.65417250000002,-37.7992786,144.9367969,44009.0,2018-04-28,04:54:35,10484.88,7:49:19,61.63
ID3777905054,1,5,9,-37.796679600000004,144.93536980000002,-38.1109156,144.65417250000002,45647.0,2018-12-05,19:34:55,10970.64,22:37:45,55.69
ID3380829951,1,8,3,-37.8158343,145.04645,-37.81350379999999,144.9902428,5328.0,2018-06-24,16:08:03,1597.38,16:34:40,19.96
ID1137956521,0,4,5,-37.810913299999996,145.00983280000003,-37.8030858,144.950326,5467.0,2018-06-07,01:19:23,1298.1,1:41:01,14.07
ID5238984119,2,6,6,-37.773845,144.9836895,-37.7998153,144.9886964,5121.0,2018-10-05,07:57:52,1078.32,8:15:50,118.03
ID3240199521,1,2,9,-37.823946500000005,144.9419826,-38.1109156,144.65417250000002,42683.0,2018-02-28,21:30:09,10275.18,0:21:24,54.19
ID3366918051,1,1,9,-37.804939700000006,144.95616840000002,-38.1109156,144.65417250000002,43635.0,2018-02-02,13:16:06,10563.12,16:12:09,48.81
ID1561851035,0,7,9,-37.8618349,144.90571599999998,-38.1109156,144.65417250000002,50797.0,2018-05-05,01:10:37,13173.36,4:50:10,32.83
ID3876163667,1,5,2,-37.8095656,144.93596000000002,-37.813494299999995,144.9415645,1153.0,2018-11-01,22:30:21,266.16,22:34:47,16.0
ID1509053009,0,2,5,-37.8169557,144.9274136,-37.805093,144.9295737,3427.0,2018-09-07,22:17:29,817.08,22:31:06,12.34
ID1175734783,0,4,7,-37.8023772,145.00951980000002,-37.8618349,144.90571599999998,12412.0,2018-05-24,04:24:45,4022.16,5:31:47,17.4
ID3598665749,1,6,8,-37.7874421,144.9804091,-37.8158343,145.04645,8357.0,2018-07-04,03:58:14,2437.38,4:38:51,29.05
ID3408925879,1,6,9,-37.7874421,144.9804091,-38.1109156,144.65417250000002,47035.0,2018-08-07,13:56:12,11407.86,17:06:19,58.14
ID3371118958,1,4,6,-37.807202000000004,145.0266373,-37.7738026,144.98364660000001,11470.0,2018-12-06,08:21:01,3458.94,9:18:39,18.69
ID5126307546,2,4,8,-37.811457399999995,144.999985,-37.8158343,145.04645,4279.0,2018-06-07,00:43:00,1382.82,1:06:02,166.79
ID5644554410,2,4,9,-37.8216561,145.0025611,-38.1109156,144.65417250000002,47077.0,2018-08-02,21:33:39,11308.14,0:42:07,1131.04
ID5281175326,2,2,2,-37.8159285,144.9381575,-37.812703000000006,144.9387562,638.0,2018-01-19,23:30:36,157.92,23:33:13,47.99
ID3798028500,1,4,5,-37.799551799999996,145.0036237,-37.8005285,144.9458413,5794.0,2018-06-25,15:57:45,1509.3,16:22:54,15.3
ID3247179975,1,9,8,-38.1109156,144.65417250000002,-37.8158343,145.04645,51032.0,2018-01-27,15:56:36,12681.06,19:27:57,62.66
ID5464263783,2,9,6,-38.1109156,144.65417250000002,-37.7738026,144.98364660000001,51061.0,2018-06-05,22:31:34,12952.44,2:07:26,1295.93
ID1702388328,0,4,2,-37.810388,144.9990886,-37.8135389,144.9403554,5463.0,2018-01-07,11:18:33,1367.64,11:41:20,9.96
ID1148683905,0,4,2,-37.8079234,144.9921256,-37.8134657,144.9408574,4956.0,2018-02-18,13:04:07,1201.14,13:24:08,12.15
ID3719921657,1,7,3,-37.8618349,144.90571599999998,-37.8116652,144.98445619999998,9480.0,2018-03-02,13:50:22,3201.72,14:43:43,27.47
ID3158283501,1,3,9,-37.8175669,144.97047709999998,-38.1109156,144.65417250000002,44046.0,2018-04-13,08:54:28,10626.6,11:51:34,46.99
ID3324427470,1,8,7,-37.8158343,145.04645,-37.8618349,144.90571599999998,15151.0,2018-05-04,02:53:53,4917.48,4:15:50,35.06
ID5409393312,2,7,8,-37.8618349,144.90571599999998,-37.8158343,145.04645,15151.0,2018-01-06,00:04:55,4911.6,1:26:46,508.6
ID3344942106,1,8,2,-37.8158343,145.04645,-37.8214747,144.9444227,9609.0,2018-01-26,02:30:43,2757.78,3:16:40,24.85
ID1991838556,0,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-08-02,14:17:54,13204.98,17:57:58,23.62
ID1338722586,0,5,9,-37.8093789,144.9345269,-38.1109156,144.65417250000002,42968.0,2018-12-04,23:09:00,10288.74,2:00:28,23.57
ID1112926365,0,3,6,-37.821232,144.9780544,-37.7908183,144.9857929,3954.0,2018-04-13,03:35:37,936.0,3:51:13,13.15
ID1841454677,0,2,1,-37.820296,144.9454494,-37.816542299999995,144.9691791,2465.0,2018-05-05,19:01:25,596.58,19:11:21,11.82
ID1289874856,0,3,7,-37.8140732,144.9857293,-37.8618349,144.90571599999998,9514.0,2018-03-01,04:18:49,3220.98,5:12:29,15.5
ID1165088138,0,8,4,-37.8158343,145.04645,-37.8106352,145.0101566,3930.0,2018-02-25,03:33:56,1274.46,3:55:10,15.88
ID1695944847,0,9,5,-38.1109156,144.65417250000002,-37.8132275,144.9334583,43718.0,2018-02-27,23:05:01,10499.76,2:00:00,24.06
ID3974284558,1,8,2,-37.8158343,145.04645,-37.8197307,144.94097119999998,10008.0,2018-02-03,06:55:50,2823.42,7:42:53,14.98
ID1434297025,0,2,3,-37.824418200000004,144.94836899999999,-37.8246134,144.9706436,2401.0,2018-04-28,09:26:22,601.68,9:36:23,7.04
ID1948710912,0,7,1,-37.8618349,144.90571599999998,-37.82187879999999,144.9553,8189.0,2018-03-04,16:43:32,2853.18,17:31:05,9.97
ID1368314498,0,2,5,-37.822088,144.9500022,-37.815589,144.9219752,3676.0,2018-01-15,13:01:28,998.28,13:18:06,8.05
ID1950773506,0,6,1,-37.7874325,144.9803767,-37.8141907,144.96306380000001,3836.0,2018-10-07,06:51:23,916.38,7:06:39,4.46
ID3262469328,1,2,6,-37.8130244,144.9353036,-37.7738026,144.98364660000001,10523.0,2018-07-24,03:47:48,3165.06,4:40:33,26.92
ID3881091431,1,4,2,-37.8108595,145.0073706,-37.8182916,144.9257561,8469.0,2018-05-03,14:16:39,2087.16,14:51:26,16.94
ID3937568206,1,2,3,-37.815005299999996,144.93817719999998,-37.811681799999995,144.98317319999998,4560.0,2018-04-14,07:08:59,1186.0,7:28:45,12.92
ID3841813599,1,2,4,-37.811341299999995,144.9475256,-37.816517299999994,145.00563359999998,6716.0,2018-01-07,01:01:54,1802.0,1:31:56,26.86
ID1514466182,0,5,9,-37.8075805,144.9324425,-38.1109156,144.65417250000002,43252.0,2018-10-01,17:41:00,10379.28,20:33:59,20.58
ID1395070338,0,1,5,-37.8194929,144.9631072,-37.8093814,144.9317534,3342.0,2018-07-28,07:10:39,815.0,7:24:14,8.58
ID1365857315,0,9,5,-38.1109156,144.65417250000002,-37.8050964,144.93617519999998,44609.0,2018-03-23,08:07:38,10707.0,11:06:05,16.92
ID1648053508,0,2,6,-37.8263639,144.9518351,-37.7908183,144.9857929,5820.0,2018-04-01,07:32:58,1488.0,7:57:46,6.36
ID3818801142,1,5,4,-37.8054759,144.92682549999998,-37.804485,145.0039791,7926.0,2018-07-25,02:34:28,2091.96,3:09:19,23.62
ID3761500807,1,4,9,-37.8166191,145.0134406,-38.1109156,144.65417250000002,48139.0,2018-02-06,23:55:30,11571.18,3:08:21,65.09
ID1857596729,0,3,4,-37.8222658,144.97150369999997,-37.810913299999996,145.00983280000003,4784.0,2018-04-13,04:13:58,1194.0,4:33:52,14.06
ID1737112076,0,6,3,-37.7874325,144.9803767,-37.818845399999994,144.98211630000003,3880.0,2018-08-05,17:11:20,977.94,17:27:37,9.04
ID1252616301,0,2,4,-37.8152344,144.9275802,-37.8099705,145.0131639,9188.0,2018-08-01,06:36:46,2282.1,7:14:48,5.9
ID5947942714,2,6,8,-37.7908183,144.9857929,-37.8158343,145.04645,7471.0,2018-06-07,09:38:06,2192.0,10:14:38,226.88
ID3282762259,1,9,3,-38.1109156,144.65417250000002,-37.8244833,144.97998930000003,45200.0,2018-08-06,09:08:02,10907.0,12:09:49,45.36
ID3821518369,1,1,6,-37.8040911,144.96191140000002,-37.7874325,144.9803767,3287.0,2018-06-15,17:19:33,847.74,17:33:40,11.97
ID1590900698,0,8,1,-37.8158343,145.04645,-37.8128601,144.9680435,7271.0,2018-06-18,12:15:26,2086.08,12:50:12,9.08
ID3159730738,1,6,7,-37.7874325,144.9803767,-37.8618349,144.90571599999998,11633.0,2018-01-24,23:56:57,3663.78,0:58:00,29.33
ID1161003442,0,6,5,-37.7907967,144.985865,-37.8095255,144.93395980000003,6380.0,2018-03-22,06:30:20,1754.52,6:59:34,5.99
ID1933209422,0,6,1,-37.7874325,144.9803767,-37.811218100000005,144.95837269999998,3909.0,2018-01-15,13:07:12,918.0,13:22:30,6.92
ID3989232287,1,2,4,-37.813616100000004,144.9371999,-37.7998201,145.01479719999998,8195.0,2018-03-18,03:38:19,2146.2,4:14:05,28.59
ID1696795410,0,8,9,-37.8158343,145.04645,-38.1109156,144.65417250000002,51032.0,2018-12-05,11:03:47,12681.06,14:35:08,22.44
ID1277445733,0,3,2,-37.8188491,144.9682981,-37.815068700000005,144.93541430000002,3611.0,2018-02-23,07:14:40,881.0,7:29:21,4.75
ID3722556165,1,7,1,-37.8618349,144.90571599999998,-37.8146131,144.9600801,8310.0,2018-11-04,13:12:04,2860.32,13:59:44,20.57
ID3327172055,1,2,5,-37.822251200000004,144.9497707,-37.8045071,144.9269774,3275.0,2018-12-04,08:06:28,890.34,8:21:18,6.4
ID5848996799,2,1,9,-37.8010997,144.9607876,-38.1109156,144.65417250000002,44377.0,2018-06-07,14:56:59,10727.22,17:55:46,1065.44
ID1983221047,0,5,9,-37.806898,144.9269769,-38.1109156,144.65417250000002,44359.0,2018-05-28,18:32:46,10682.94,21:30:48,19.82
ID3402527172,1,6,1,-37.7874325,144.9803767,-37.81841970000001,144.96688899999998,4047.0,2018-04-16,23:14:18,982.56,23:30:40,17.79
ID5674189098,2,8,9,-37.8158343,145.04645,-38.1109156,144.65417250000002,51032.0,2018-01-17,13:59:02,12681.06,17:30:23,1255.81
ID1690120893,0,5,7,-37.8097706,144.9300462,-37.8618349,144.90571599999998,11705.0,2018-03-17,11:33:11,3729.06,12:35:20,10.13
ID1437033001,0,2,1,-37.821658299999996,144.94257869999998,-37.812621500000006,144.97381430000002,3116.0,2018-02-02,09:08:34,699.0,9:20:13,5.31
ID1400605673,0,1,5,-37.8036544,144.9554625,-37.8050924,144.93696740000001,1948.0,2018-07-20,19:11:04,532.8,19:19:56,7.34
ID3913106544,1,5,4,-37.80477020000001,144.93246919999999,-37.815810600000006,145.00995519999998,7652.0,2018-07-07,04:55:12,1904.58,5:26:56,29.34
ID1298356958,0,2,1,-37.81333660000001,144.9384564,-37.812081400000004,144.9707261,3375.0,2018-04-13,10:37:51,803.82,10:51:14,2.71
ID3467273145,1,5,2,-37.7943924,144.9349072,-37.8089529,144.9463694,5481.0,2018-06-04,15:48:23,1306.26,16:10:09,15.01
ID1463766184,0,7,5,-37.8618349,144.90571599999998,-37.805256799999995,144.9337541,10893.0,2018-03-14,19:01:25,3523.02,20:00:08,8.61
ID3878233594,1,2,4,-37.8164425,144.9373646,-37.8167272,145.0089124,7183.0,2018-07-23,13:23:49,1797.36,13:53:46,16.62
ID3916406809,1,7,6,-37.8618349,144.90571599999998,-37.7874421,144.9804091,11630.0,2018-06-03,17:54:11,3678.54,18:55:29,22.45
ID1269968732,0,2,6,-37.8167361,144.92739519999998,-37.7908183,144.9857929,7620.0,2018-02-22,16:59:43,1939.02,17:32:02,10.64
ID1542854594,0,4,4,-37.810863700000006,145.0092244,-37.8186356,145.000497,1972.0,2018-03-28,20:40:01,470.4,20:47:51,8.1
ID3878657193,1,6,7,-37.7874421,144.9804091,-37.8618349,144.90571599999998,11630.0,2018-07-23,04:12:06,3697.02,5:13:43,28.98
ID1511171123,0,2,8,-37.8149767,144.9275019,-37.8158343,145.04645,11859.0,2018-05-20,14:16:43,3288.42,15:11:31,15.86
ID1332948586,0,4,9,-37.8097941,144.9931233,-38.1109156,144.65417250000002,46295.0,2018-06-13,01:34:44,11105.76,4:39:49,25.0
ID5180806268,2,4,2,-37.81653920000001,145.0089739,-37.8152039,144.93649240000002,7290.0,2018-06-15,17:46:53,1794.54,18:16:47,198.16
ID3783478300,1,3,2,-37.819438399999996,144.97479840000003,-37.8133615,144.95142769999998,2901.0,2018-06-20,16:31:28,718.8,16:43:26,11.76
ID3707336122,1,4,5,-37.8167945,145.00737969999997,-37.815083,144.9276048,8822.0,2018-03-13,12:13:08,2214.6,12:50:02,20.83
ID1519899672,0,4,3,-37.7994026,145.0111035,-37.8208086,144.9850873,4113.0,2018-08-06,13:14:31,1120.14,13:33:11,8.76
ID1742615176,0,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-02-03,11:18:26,13204.98,14:58:30,18.52
ID3991015727,1,2,5,-37.8223314,144.94758230000002,-37.8098909,144.9357328,1906.0,2018-08-05,18:18:07,470.46,18:25:57,9.77
ID3261277299,1,4,9,-37.803262,145.0004241,-38.1109156,144.65417250000002,47442.0,2018-06-17,22:13:35,11491.32,1:25:06,66.12
ID3789325281,1,4,7,-37.8101799,144.99712759999997,-37.8618349,144.90571599999998,10786.0,2018-03-03,20:56:14,3535.56,21:55:09,26.57
ID1708536964,0,2,4,-37.822489399999995,144.9478127,-37.8024117,145.0094612,6511.0,2018-04-01,19:32:22,1785.18,20:02:07,10.19
ID1776373379,0,3,5,-37.8175782,144.9900592,-37.8054636,144.9333753,5988.0,2018-04-27,01:57:18,1523.58,2:22:41,11.05
ID5778346520,1,5,2,-37.8073876,144.9322708,-37.814331700000004,144.9359226,1401.0,2018-05-24,07:28:14,357.24,7:34:11,49.38
ID1753493417,0,2,4,-37.8117394,144.9361524,-37.8079093,144.995935,6218.0,2018-04-17,07:27:32,1531.2,7:53:03,6.44
ID1364260287,0,1,9,-37.8096046,144.9726112,-38.1109156,144.65417250000002,44496.0,2018-10-06,02:17:20,10682.64,5:15:22,28.59
ID3774032937,1,9,2,-38.1109156,144.65417250000002,-37.8197324,144.94531640000002,41560.0,2018-01-19,18:09:11,9975.84,20:55:26,47.9
ID3185568460,1,3,1,-37.8252138,144.98471980000002,-37.8115528,144.9702217,2221.0,2018-01-25,04:43:26,557.16,4:52:43,16.7
ID1134035241,0,5,4,-37.80467279999999,144.9365014,-37.81489379999999,145.01428049999998,7958.0,2018-05-03,04:11:54,2033.4,4:45:47,14.51
ID1827265750,0,3,6,-37.8247407,144.98491409999997,-37.7874325,144.9803767,4739.0,2018-07-01,00:16:18,1229.22,0:36:47,15.27
ID1652434726,0,2,7,-37.8155713,144.928303,-37.8618349,144.90571599999998,11674.0,2018-06-03,13:48:05,3768.12,14:50:53,11.47
ID1820123887,0,2,9,-37.816478000000004,144.9283509,-38.1109156,144.65417250000002,44115.0,2018-05-23,21:21:25,10601.22,0:18:06,24.12
ID1221056377,2,4,3,-37.8162179,145.0073956,-37.816742100000006,144.991126,1668.0,2018-10-06,21:56:35,409.14,22:03:24,17.11
ID3940133382,1,6,4,-37.7874325,144.9803767,-37.817625899999996,145.0056906,5478.0,2018-04-24,22:45:51,1364.88,23:08:35,21.84
ID3334056300,1,3,2,-37.81499779999999,144.9720111,-37.8247028,144.94287219999998,3061.0,2018-02-28,15:01:26,751.2,15:13:57,13.75
ID3807349380,1,6,1,-37.800553799999996,144.9911639,-37.81078,144.9711956,2691.0,2018-03-05,02:17:27,650.16,2:28:17,18.73
ID3641470091,1,9,4,-38.1109156,144.65417250000002,-37.8103519,145.01521019999998,48716.0,2018-03-16,05:49:49,11788.62,9:06:17,60.77
ID1785812138,0,8,4,-37.8158343,145.04645,-37.8090808,145.0003989,4281.0,2018-02-04,17:56:08,1358.88,18:18:46,9.64
ID3590723145,1,5,7,-37.80348,144.936364,-37.8618349,144.90571599999998,10795.0,2018-07-03,04:10:56,3480.06,5:08:56,28.56
ID3229536279,2,3,9,-37.8242946,144.98214840000003,-38.1109156,144.65417250000002,45572.0,2018-02-16,02:33:36,10984.38,5:36:40,57.58
ID3579521298,1,9,3,-38.1109156,144.65417250000002,-37.824134,144.9900841,46000.0,2018-04-03,18:08:55,11173.74,21:15:08,57.24
ID1259457946,0,5,6,-37.7987409,144.9359,-37.7907967,144.985865,7741.0,2018-02-21,23:48:03,2044.8,0:22:07,13.79
ID1624890907,0,5,6,-37.808292200000004,144.9365023,-37.7738026,144.98364660000001,10040.0,2018-02-01,16:41:44,3065.64,17:32:49,11.14
ID3652455797,1,8,9,-37.8158343,145.04645,-38.1109156,144.65417250000002,51032.0,2018-05-02,13:23:56,12681.06,16:55:17,59.28
ID1708026592,0,2,3,-37.810958299999996,144.9400646,-37.8250019,144.9827671,4901.0,2018-04-06,17:30:22,1199.64,17:50:21,7.15
ID1507011464,0,3,9,-37.8111175,144.9731851,-38.1109156,144.65417250000002,44285.0,2018-01-16,17:28:49,10633.56,20:26:02,20.53
ID1574229344,0,2,9,-37.8152963,144.9412116,-38.1109156,144.65417250000002,42156.0,2018-06-22,07:26:39,10101.18,10:15:00,16.25
ID3542042721,1,6,4,-37.7874421,144.9804091,-37.8143628,145.0068668,5217.0,2018-01-06,19:41:13,1380.0,20:04:13,13.54
ID5657190238,2,7,9,-37.8618349,144.90571599999998,-38.1109156,144.65417250000002,50797.0,2018-05-15,16:20:09,13173.36,19:59:42,1301.83
ID5781304255,2,7,6,-37.8618349,144.90571599999998,-37.773845,144.9836895,13169.0,2018-05-05,21:43:38,3863.58,22:48:01,412.62
ID3306251989,1,7,2,-37.8618349,144.90571599999998,-37.819266299999995,144.9501875,8804.0,2018-05-17,17:36:15,2995.74,18:26:10,21.09
ID5521176252,2,5,7,-37.7997515,144.93537990000002,-37.8618349,144.90571599999998,13688.0,2018-07-04,13:40:31,4282.62,14:51:53,446.67
ID1716395337,0,4,5,-37.807202000000004,145.0266373,-37.8061098,144.9294827,9621.0,2018-04-25,12:16:30,2491.62,12:58:01,11.03
ID1727981589,0,3,1,-37.823877200000005,144.98166799999998,-37.8058495,144.96310630000002,3099.0,2018-01-16,21:17:02,759.84,21:29:41,14.48
ID3654162945,1,1,9,-37.807010399999996,144.94896369999998,-38.1109156,144.65417250000002,43090.0,2018-04-25,17:50:19,10350.48,20:42:49,48.18
ID3325000681,1,2,8,-37.8223792,144.9340469,-37.8158343,145.04645,10716.0,2018-03-19,10:25:03,3034.2,11:15:37,16.12
ID1620521558,0,9,4,-38.1109156,144.65417250000002,-37.8132093,145.01444419999999,48333.0,2018-06-06,14:41:52,11717.52,17:57:09,20.43
ID1317200423,0,2,5,-37.8144165,144.9406565,-37.795421399999995,144.9311334,2664.0,2018-04-01,11:09:25,720.3,11:21:25,3.33
ID1881318663,0,1,2,-37.8081859,144.94780740000002,-37.823966,144.9437262,2609.0,2018-10-03,13:39:16,593.7,13:49:09,9.78
ID3389419894,1,1,2,-37.819508,144.958246,-37.8164963,144.9458666,1586.0,2018-05-25,16:59:55,454.86,17:07:29,12.29
ID3427295676,1,4,6,-37.8129073,145.0130137,-37.7738026,144.98364660000001,10719.0,2018-04-02,11:10:54,3164.64,12:03:38,20.26
ID1981266479,0,9,2,-38.1109156,144.65417250000002,-37.8131932,144.9364189,43137.0,2018-03-04,02:07:28,10371.66,5:00:19,24.92
ID1952579953,0,9,2,-38.1109156,144.65417250000002,-37.8144165,144.9406565,42297.0,2018-06-02,04:10:55,10148.22,7:00:03,24.39
ID3201308658,1,4,6,-37.8063852,145.01003269999998,-37.7907967,144.985865,3790.0,2018-11-02,03:44:47,1080.66,4:02:47,23.85
ID1766003449,0,9,2,-38.1109156,144.65417250000002,-37.8217376,144.9367746,43162.0,2018-03-02,00:53:39,10381.38,3:46:40,28.07
ID1895053426,0,4,4,-37.807202000000004,145.0266373,-37.8103201,145.0147918,2417.0,2018-05-22,20:14:02,580.86,20:23:42,8.82
ID3393922387,1,5,7,-37.7987608,144.9198481,-37.8618349,144.90571599999998,12368.0,2018-02-20,11:23:06,3859.5,12:27:25,20.16
ID1326094952,0,5,2,-37.8052448,144.93730530000002,-37.814753,144.94183940000002,1523.0,2018-08-07,13:09:57,380.64,13:16:17,11.65
ID5783331680,2,7,5,-37.8618349,144.90571599999998,-37.803187799999996,144.93671709999998,10852.0,2018-01-14,21:12:02,3552.78,22:11:14,383.4
ID1287148703,0,6,9,-37.7738026,144.98364660000001,-38.1109156,144.65417250000002,51061.0,2018-02-05,13:22:21,12976.5,16:58:37,23.18
ID3842093070,1,9,2,-38.1109156,144.65417250000002,-37.8195536,144.9445256,41458.0,2018-02-21,18:11:35,9949.38,20:57:24,48.17
ID3882270013,1,9,4,-38.1109156,144.65417250000002,-37.799551799999996,145.0036237,48184.0,2018-01-15,17:31:34,11702.1,20:46:36,55.71
ID1201670889,0,3,9,-37.8207395,144.98513359999998,-38.1109156,144.65417250000002,45588.0,2018-03-07,00:17:28,10941.96,3:19:49,24.95
ID3358954538,1,8,5,-37.8158343,145.04645,-37.802329,144.94274140000002,9346.0,2018-12-05,22:31:04,2552.82,23:13:36,30.73
ID3869141968,1,6,4,-37.7907967,144.985865,-37.8093149,145.01362450000002,4275.0,2018-05-17,08:48:30,1217.82,9:08:47,9.1
ID1362254602,0,2,9,-37.8207271,144.9318429,-38.1109156,144.65417250000002,43318.0,2018-01-04,14:08:18,10401.6,17:01:39,22.08
ID1515756167,0,1,4,-37.8118593,144.9565238,-37.8063556,144.9979988,4129.0,2018-05-14,05:48:43,973.02,6:04:56,13.35
ID5898868559,2,5,2,-37.802525,144.9270871,-37.824503799999995,144.9470991,3544.0,2018-03-06,07:54:24,828.84,8:08:12,101.01
ID5963042146,2,9,1,-38.1109156,144.65417250000002,-37.799010700000004,144.9541954,44189.0,2018-05-25,13:31:49,10637.58,16:29:06,1056.5
ID3619713369,1,4,5,-37.816786799999996,145.00725880000002,-37.8054411,144.9333019,7392.0,2018-02-26,19:39:43,1891.86,20:11:14,16.43
ID3810712061,1,6,9,-37.7874421,144.9804091,-38.1109156,144.65417250000002,47035.0,2018-04-21,22:07:30,11407.86,1:17:37,61.75
ID5660405299,2,9,5,-38.1109156,144.65417250000002,-37.8000152,144.935183,46043.0,2018-12-06,19:26:06,11065.68,22:30:31,1097.43
ID3743740388,1,2,7,-37.8121435,144.9382429,-37.8618349,144.90571599999998,10860.0,2018-01-03,06:56:10,3511.08,7:54:41,17.61
ID5997765339,2,4,9,-37.807202000000004,145.0266373,-38.1109156,144.65417250000002,49777.0,2018-02-15,13:32:01,12069.78,16:53:10,1194.96
