,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
ID3454386187,1,4,6,-37.810568,145.01599069999997,-37.7907967,144.985865,4715.0,2018-07-07,04:26:28,1314.3000000000004,4:48:22,23.46
ID3691684614,1,3,4,-37.8249062,144.9911605,-37.7992341,145.0017791,3737.0,2018-01-14,18:51:24,950.7000000000003,19:07:14,15.41
ID3170880220,1,1,8,-37.8059261,144.955853,-37.807202,145.0266373,6805.0,2018-04-04,11:44:19,1759.740000000001,12:13:38,11.11
ID3811060849,1,4,9,-37.7973366,145.0107,-38.1109156,144.65417250000004,48804.0,2018-05-15,16:47:14,11917.02,20:05:51,56.01
ID3135269944,1,2,5,-37.8197216,144.9514715,-37.8063063,144.9366014,2243.0,2018-03-12,08:20:44,543.5999999999998,8:29:47,7.51
ID1439156516,0,6,8,-37.7738026,144.9836466,-37.807202,145.0266373,11470.0,2018-03-28,13:39:33,3452.82,14:37:05,6.44
ID3684400947,1,2,3,-37.8179644,144.9460629,-37.8163994,144.9839803,3823.0,2018-03-01,07:20:34,971.46,7:36:45,9.24
ID3466211260,1,2,1,-37.817893700000006,144.93305149999995,-37.8037717,144.9380206,2720.0,2018-01-14,21:55:41,695.16,22:07:16,20.62
ID1682316143,0,2,6,-37.8140496,144.9447405,-37.7874421,144.9804091,5251.0,2018-05-11,02:00:01,1403.1,2:23:24,12.08
ID1358699216,0,7,3,-37.8618349,144.90571599999996,-37.820479,144.9827895,9155.0,2018-01-11,23:34:14,3025.4399999999987,0:24:39,16.02
ID1183170790,0,7,2,-37.8618349,144.90571599999996,-37.816818100000006,144.9318271,10871.0,2018-01-10,17:27:29,3587.819999999999,18:27:16,14.91
ID5287119405,2,5,4,-37.8002664,144.9356903,-37.8023074,144.9972956,8190.0,2018-01-24,23:49:56,2041.1400000000006,0:23:57,171.24
ID1212178634,0,5,8,-37.8062363,144.9324545,-37.807202,145.0266373,9104.0,2018-07-26,10:27:02,2339.52,11:06:01,7.99
ID1824914092,0,5,4,-37.8088654,144.9291692,-37.7992369,145.0042506,7939.0,2018-06-17,14:45:21,2061.9,15:19:42,14.84
ID5300639638,2,5,7,-37.7954792,144.936073,-37.8618349,144.90571599999996,11607.0,2018-03-03,14:57:23,3775.680000000001,16:00:18,293.37
ID1632704849,0,8,5,-37.8158343,145.04645,-37.80134570000001,144.9174425,11675.0,2018-04-20,05:56:59,3353.759999999999,6:52:52,16.64
ID1369499486,0,8,1,-37.8158343,145.04645,-37.8021231,144.96985990000005,7372.0,2018-02-28,20:38:01,2163.36,21:14:04,9.49
ID3211388218,1,4,2,-37.7996265,145.0188339,-37.8099209,144.93583999999996,8332.0,2018-05-15,22:01:00,2147.519999999999,22:36:47,23.14
ID3140714560,1,6,5,-37.773845,144.9836895,-37.79457,144.9358023,8554.0,2018-01-03,15:26:02,1939.8,15:58:21,17.05
ID5911037787,2,6,2,-37.7874421,144.9804091,-37.8232412,144.93788759999995,6804.0,2018-06-19,02:46:33,1816.1400000000006,3:16:49,78.11
ID1491916336,0,7,2,-37.8618349,144.90571599999996,-37.8243601,144.9440946,9115.0,2018-03-01,08:42:25,3180.48,9:35:25,9.94
ID5464228715,2,7,2,-37.8618349,144.90571599999996,-37.8218553,144.9359347,9936.0,2018-02-01,14:44:45,3391.38,15:41:16,256.96
ID1435373427,0,9,2,-38.1109156,144.65417250000004,-37.82551760000001,144.95160790000003,42887.0,2018-01-19,22:49:15,10369.679999999997,1:42:04,26.41
ID3829682118,1,2,9,-37.8243004,144.93697680000002,-38.1109156,144.65417250000004,43197.0,2018-05-18,12:05:49,10437.24,14:59:46,49.62
ID1426162591,0,1,8,-37.8025573,144.9636735,-37.807202,145.0266373,6146.0,2018-04-25,01:06:45,1631.5800000000006,1:33:56,13.44
ID1851352573,0,1,2,-37.8100669,144.95001159999995,-37.8248053,144.9470552,2155.0,2018-04-24,11:33:39,552.3000000000002,11:42:51,1.74
ID3119913508,1,8,7,-37.8158343,145.04645,-37.8618349,144.90571599999996,15151.0,2018-03-24,23:10:03,4917.479999999999,0:32:00,38.58
ID3215268101,1,8,3,-37.807202,145.0266373,-37.8186886,144.98397780000005,5174.0,2018-03-01,12:17:38,1308.84,12:39:26,13.95
ID1208613293,0,3,7,-37.8210302,144.9671486,-37.8618349,144.90571599999996,7549.0,2018-04-28,21:40:37,2665.5,22:25:02,17.36
ID5287573910,2,4,3,-37.8165343,145.0089471,-37.8239706,144.98478799999995,2935.0,2018-03-11,23:33:21,705.06,23:45:06,87.34
ID3992160753,1,1,6,-37.8145906,144.9616841,-37.7907967,144.985865,4127.0,2018-01-08,11:59:08,1136.8200000000004,12:18:04,8.54
ID3119530999,1,7,3,-37.8618349,144.90571599999996,-37.8143121,144.97602,8638.0,2018-05-28,07:09:00,2969.819999999999,7:58:29,16.54
ID1183537490,0,6,2,-37.773845,144.9836895,-37.8217122,144.9475388,7039.0,2018-06-20,15:18:38,1556.8800000000006,15:44:34,9.91
ID1468531916,0,6,2,-37.7874325,144.9803767,-37.8114807,144.92788080000003,7399.0,2018-02-04,17:26:54,1909.7399999999993,17:58:43,14.75
ID1664793728,0,5,3,-37.8040696,144.9335986,-37.8153039,144.97489119999997,4410.0,2018-06-15,20:49:01,1171.98,21:08:32,4.54
ID3622838137,1,8,1,-37.807202,145.0266373,-37.81039060000001,144.9612267,6380.0,2018-02-08,21:17:35,1576.68,21:43:51,22.0
ID1834405724,0,5,3,-37.8164324,144.9284395,-37.8120939,144.9738315,5441.0,2018-05-26,22:25:53,1378.140000000001,22:48:51,8.465
ID3459082284,1,4,6,-37.8100093,144.9957902,-37.773845,144.9836895,6190.0,2018-04-08,19:45:43,1325.0400000000004,20:07:48,19.72
ID3318719117,1,3,1,-37.8120939,144.9738315,-37.8081454,144.9435405,3342.0,2018-05-22,16:30:34,857.8799999999999,16:44:51,13.06
ID3619416583,1,3,2,-37.8193872,144.9768168,-37.821113200000006,144.94754980000005,2970.0,2018-03-04,17:26:28,735.3600000000005,17:38:43,16.88
ID5595381485,2,6,4,-37.7738026,144.9836466,-37.8064769,145.0080747,9809.0,2018-06-17,23:13:58,2976.5999999999995,0:03:34,247.58
ID5956561021,2,7,4,-37.8618349,144.90571599999996,-37.8144495,145.015303,13045.0,2018-07-14,23:21:47,3899.16,0:26:46,309.16
ID1971848473,0,7,8,-37.8618349,144.90571599999996,-37.8158343,145.04645,15151.0,2018-02-23,10:23:08,4911.5999999999985,11:44:59,10.96
ID3713118524,1,5,3,-37.8148524,144.9271316,-37.8187805,145.0007666,8156.0,2018-07-08,03:21:51,1958.94,3:54:29,26.1
ID5535835171,2,5,8,-37.8080228,144.93377990000005,-37.8158343,145.04645,10375.0,2018-07-01,20:24:24,2899.8,21:12:43,230.19
ID1976979506,0,7,3,-37.8618349,144.90571599999996,-37.8198821,144.99686709999997,10352.0,2018-06-10,18:40:02,3256.0799999999986,19:34:18,13.22
ID1528253253,0,5,1,-37.813286100000006,144.9334399,-37.8198936,144.9526628,3019.0,2018-02-08,05:54:58,737.04,6:07:15,11.61
ID1767140114,0,2,6,-37.8254348,144.9479158,-37.7907967,144.985865,5999.0,2018-07-06,19:56:18,1690.3800000000006,20:24:28,9.59
ID3487482162,1,3,1,-37.8186858,144.9903755,-37.8068167,144.9579302,3694.0,2018-07-16,21:40:10,924.36,21:55:34,18.56
ID3870680597,1,8,7,-37.8158343,145.04645,-37.8618349,144.90571599999996,15151.0,2018-02-26,14:45:30,4917.479999999999,16:07:27,29.19
ID1341396530,0,6,4,-37.7874421,144.9804091,-37.8118763,145.01492549999998,5585.0,2018-05-15,01:54:09,1441.0799999999995,2:18:10,12.92
ID1467634254,0,4,9,-37.8158766,145.0044301,-38.1109156,144.65417250000004,47317.0,2018-07-22,02:25:31,11367.9,5:34:58,31.76
ID5165412018,2,4,8,-37.80034000000001,145.00410480000005,-37.8158343,145.04645,4904.0,2018-07-10,21:01:33,1542.48,21:27:15,138.3
ID3749274557,1,7,8,-37.8618349,144.90571599999996,-37.807202,145.0266373,13986.0,2018-03-13,11:16:10,4292.399999999998,12:27:42,23.35
ID3828577798,1,4,3,-37.80698029999999,145.0147676,-37.8238686,144.9838149,4363.0,2018-03-28,12:56:09,1060.26,13:13:49,14.94
ID5222709431,2,3,8,-37.8148302,144.9905368,-37.8158343,145.04645,5433.0,2018-07-17,13:02:01,1607.64,13:28:48,133.79
ID3924531872,1,7,6,-37.8618349,144.90571599999996,-37.7908183,144.9857929,11712.0,2018-01-16,09:40:24,3700.9799999999987,10:42:04,20.22
ID3882002925,1,8,6,-37.8158343,145.04645,-37.7738026,144.9836466,13562.0,2018-04-09,02:08:01,4192.259999999998,3:17:53,31.12
ID1299148399,0,5,7,-37.8149675,144.92752109999995,-37.8618349,144.90571599999996,11807.0,2018-05-03,02:15:10,3798.42,3:18:28,14.94
ID1510766130,0,4,8,-37.8024563,145.0096551,-37.8158343,145.04645,4374.0,2018-02-10,01:37:24,1393.74,2:00:37,13.75
ID5837737427,2,4,1,-37.8165343,145.0089471,-37.8010098,144.97241609999998,4545.0,2018-02-22,05:57:14,1192.3200000000008,6:17:06,113.99
ID5807076541,2,2,7,-37.81925070000001,144.9434517,-37.8618349,144.90571599999996,9477.0,2018-03-24,17:25:07,3284.94,18:19:51,257.2
ID1479470542,0,9,8,-38.1109156,144.65417250000004,-37.8158343,145.04645,51032.0,2018-02-05,06:15:20,12681.060000000005,9:46:41,22.48
ID1751942830,0,1,8,-37.8220093,144.9669997,-37.807202,145.0266373,6846.0,2018-05-03,07:25:34,1761.4200000000005,7:54:55,6.84
ID1468050167,0,2,4,-37.814316,144.93596340000005,-37.8108985,144.9966202,5824.0,2018-02-03,20:11:16,1489.38,20:36:05,15.06
ID1521417774,0,3,8,-37.8233185,144.9891149,-37.807202,145.0266373,5087.0,2018-05-04,10:41:17,1228.2600000000002,11:01:45,4.89
