,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
ID1199273652,0.0,7,1,-37.8618349,144.905716,-37.8187341,144.9553509,8293.0,2018-03-09,02:18:40,2895.179999999998,3:06:55,15.91
ID1245875171,0.0,6,9,-37.7738026,144.9836466,-38.1109156,144.6541725,51061.0,2018-06-16,23:25:38,12976.499999999996,3:01:54,35.46
ID1974359820,0.0,8,3,-37.807202,145.0266373,-37.8137727,144.9907207,4149.0,2018-01-07,17:07:00,969.0000000000001,17:23:09,12.11
ID1603395037,0.0,1,7,-37.806362,144.9466284,-37.8618349,144.905716,9960.0,2018-02-16,02:39:34,3353.5200000000004,3:35:27,14.34
ID1758373898,0.0,7,8,-37.8618349,144.905716,-37.807202,145.0266373,13986.0,2018-04-01,21:36:36,4292.399999999998,22:48:08,23.71
ID1866457296,0.0,1,7,-37.8239999,144.9537655,-37.8618349,144.905716,8174.0,2018-06-28,09:46:08,2899.38,10:34:27,9.35
ID3958430530,1.0,4,8,-37.7998186,144.9927729,-37.8158343,145.04645,5817.0,2018-04-26,06:40:10,1777.02,7:09:47,14.82
ID5820070270,,1,9,-37.8117713,144.9392675,-38.1109156,144.6541725,42610.0,2018-06-23,19:54:25,10206.3,22:44:31,1003.49
ID3157090346,1.0,6,7,-37.773845,144.9836895,-37.8618349,144.905716,13169.0,2018-06-26,15:03:40,3866.460000000001,16:08:06,28.62
ID1230065573,0.0,5,3,-37.791144,144.9368632,-37.8166388,144.9839194,6071.0,2018-04-26,03:52:39,1561.6200000000003,4:18:40,12.69
ID5378866382,,7,9,-37.8618349,144.905716,-38.1109156,144.6541725,50797.0,2018-02-14,09:08:55,13173.359999999999,12:48:28,1270.14
ID1828891304,,9,8,-38.1109156,144.6541725,-37.8158343,145.04645,51032.0,2018-04-15,09:08:06,12681.060000000005,12:39:27,29.69
ID3582143121,1.0,1,7,-37.8048558,144.9513058,-37.8618349,144.905716,9683.0,2018-01-18,02:01:59,3230.7,2:55:49,29.9
ID1910955635,0.0,1,4,-37.8095143,144.9638631,-37.8038697,144.9974622,3474.0,2018-06-17,20:18:38,934.6200000000001,20:34:12,12.38
ID3854659937,,4,3,-37.8087984,145.0088468,-37.8246758,144.9890462,3321.0,2018-03-09,14:47:13,813.7200000000004,15:00:46,14.55
ID1277299244,0.0,5,7,-37.8142946,144.9328163,-37.8618349,144.905716,11190.0,2018-03-11,15:22:20,3671.6400000000003,16:23:31,17.29
ID1902331991,,3,7,-37.8159878,144.9830643,-37.8618349,144.905716,9179.0,2018-06-25,09:59:02,3054.42,10:49:56,8.61
ID5259887194,2.0,7,3,-37.8618349,144.905716,-37.8110185,145.000558,11050.0,2018-05-17,22:08:33,3585.179999999998,23:08:18,372.01
ID1718663357,,4,8,-37.8108108,145.0111515,-37.8158343,145.04645,4057.0,2018-01-26,08:35:16,1287.96,8:56:43,5.1
ID1783381281,0.0,3,5,-37.8130824,144.9927179,-37.8088654,144.9291692,6240.0,2018-02-03,18:33:52,1556.28,18:59:48,14.09
ID1381586917,,7,4,-37.8618349,144.905716,-37.8144826,144.9998993,10913.0,2018-03-17,05:22:48,3485.2799999999997,6:20:53,20.37
ID3513279342,1.0,4,6,-37.8114152,145.0050906,-37.7874325,144.9803767,4737.0,2018-04-03,14:27:13,1225.6800000000003,14:47:38,16.62
ID1491321476,0.0,9,2,-38.1109156,144.6541725,-37.8124141,144.9385708,43124.0,2018-05-22,04:24:35,10327.739999999994,7:16:42,28.16
ID1792616610,,1,3,-37.8103246,144.9765188,-37.8246942,144.9889731,2260.0,2018-04-25,20:26:17,617.1600000000001,20:36:34,5.82
ID5452054237,2.0,1,3,-37.8154231,144.9395402,-37.8137172,144.9886559,5071.0,2018-06-09,19:55:03,1286.76,20:16:29,150.54
ID1427963976,,6,1,-37.773845,144.9836895,-37.8069395,144.9578788,5239.0,2018-06-14,08:44:25,1102.4399999999998,9:02:47,4.75
ID1284485385,0.0,1,9,-37.8097648,144.9782577,-38.1109156,144.6541725,44881.0,2018-05-11,19:42:55,10753.74,22:42:08,24.74
ID1578367434,0.0,6,1,-37.7738026,144.9836466,-37.8253619,144.9569777,9727.0,2018-05-10,11:14:48,2968.739999999998,12:04:16,9.45
ID3407165582,1.0,1,9,-37.8174616,144.9527164,-38.1109156,144.6541725,42317.0,2018-03-12,05:45:16,10172.22,8:34:48,60.28
ID3459790985,1.0,5,8,-37.8105489,144.9358484,-37.8158343,145.04645,10146.0,2018-07-26,02:07:29,2847.3599999999997,2:54:56,28.23
ID3162975609,,5,7,-37.8000629,144.9321884,-37.8618349,144.905716,11502.0,2018-07-23,15:11:17,3659.1000000000004,16:12:16,28.71
ID1921277194,,1,4,-37.8030545,144.9491339,-37.8120407,145.014663,5944.0,2018-04-16,04:48:12,1387.3799999999999,5:11:19,12.92
ID3453597889,1.0,6,1,-37.773845,144.9836895,-37.8083307,144.9409115,7200.0,2018-01-14,05:11:20,1536.9599999999996,5:36:56,26.78
ID1532271260,0.0,7,8,-37.8618349,144.905716,-37.8158343,145.04645,15151.0,2018-07-07,04:35:06,4911.599999999998,5:56:57,22.21
ID1529173933,0.0,5,7,-37.8146258,144.9281072,-37.8618349,144.905716,12005.0,2018-04-26,19:35:27,3828.7800000000007,20:39:15,11.59
ID1194806175,,7,5,-37.8618349,144.905716,-37.8051789,144.9372875,10723.0,2018-01-23,07:58:06,3486.8399999999992,8:56:12,8.64
ID3180934355,1.0,4,5,-37.7997507,144.9943718,-37.7997225,144.9374954,7128.0,2018-01-27,02:27:12,2025.1200000000003,3:00:57,28.64
ID1263193776,,3,6,-37.8289044,144.9866979,-37.7874421,144.9804091,5672.0,2018-04-23,15:43:12,1395.7200000000003,16:06:27,7.72
ID5765639895,2.0,1,7,-37.8162134,144.963933,-37.8618349,144.905716,7789.0,2018-03-03,23:13:12,2718.3,23:58:30,296.65
ID3581749939,1.0,6,3,-37.7907967,144.985865,-37.8217484,144.9680858,4483.0,2018-01-02,07:55:42,1308.3600000000008,8:17:30,12.49
ID1351034561,,1,4,-37.8025394,144.9632757,-37.8131128,145.0112186,5026.0,2018-07-09,07:20:21,1268.9399999999998,7:41:29,5.6
ID1181663137,0.0,4,5,-37.8009482,144.9887123,-37.8149732,144.9273875,7344.0,2018-02-16,07:29:00,1850.460000000002,7:59:50,6.07
ID1306742169,0.0,6,1,-37.7907967,144.985865,-37.8030333,144.946302,4891.0,2018-03-24,21:24:52,1344.4199999999998,21:47:16,18.47
ID1537353562,0.0,8,6,-37.8158343,145.04645,-37.7874421,144.9804091,8357.0,2018-01-15,07:20:12,2437.38,8:00:49,7.46
ID5131692702,2.0,6,3,-37.773845,144.9836895,-37.824146,144.9835879,6584.0,2018-06-02,19:31:26,1466.040000000001,19:55:52,168.66
ID5303671189,2.0,1,7,-37.8191333,144.9614422,-37.8618349,144.905716,7686.0,2018-02-09,21:36:48,2702.1,22:21:50,290.25
ID3312884380,1.0,5,1,-37.8001131,144.9353096,-37.8051431,144.9573951,5928.0,2018-01-08,17:11:59,1476.599999999999,17:36:35,
ID3162683256,1.0,8,3,-37.807202,145.0266373,-37.8196969,144.9744175,6246.0,2018-03-08,23:34:21,1567.9199999999996,0:00:28,23.14
ID5282632409,2.0,6,2,-37.7738026,144.9836466,-37.8259525,144.9526352,10227.0,2018-07-17,05:04:32,3119.699999999998,5:56:31,327.61
ID1626430155,0.0,2,1,-37.8141865,144.9445546,-37.8094813,144.9637827,1881.0,2018-07-09,03:42:49,502.2000000000001,3:51:11,9.72
ID3799119535,1.0,6,9,-37.7907967,144.985865,-38.1109156,144.6541725,47193.0,2018-07-10,02:13:22,11530.619999999999,5:25:32,
ID3376181208,1.0,3,2,-37.8122321,144.9898339,-37.8141181,144.9413845,4779.0,2018-07-02,20:56:58,1173.0600000000004,21:16:31,
ID3150020461,1.0,4,9,-37.8063019,144.9973646,-38.1109156,144.6541725,47134.0,2018-07-07,08:48:59,11369.82,11:58:28,62.25
ID3800777222,1.0,5,2,-37.7915638,144.9317598,-37.8206378,144.9413875,6167.0,2018-01-02,02:52:16,1448.0400000000006,3:16:24,21.59
ID5258119982,2.0,2,6,-37.8209365,144.9337138,-37.7908183,144.9857929,7093.0,2018-06-27,15:20:55,1814.4000000000005,15:51:09,194.95
ID1547977720,0.0,2,3,-37.8178482,144.9464236,-37.8206145,144.9772668,3418.0,2018-01-18,02:40:57,827.5200000000002,2:54:44,
ID3756969429,1.0,7,8,-37.8618349,144.905716,-37.8158343,145.04645,15151.0,2018-05-06,08:41:41,4911.599999999998,10:03:32,30.45
ID1781910624,0.0,3,5,-37.8125528,144.9857904,-37.8079133,144.9316332,5503.0,2018-05-25,03:47:26,1340.9399999999998,4:09:46,10.28
ID1390524612,0.0,8,6,-37.807202,145.0266373,-37.7908183,144.9857929,4835.0,2018-03-03,04:04:01,1248.9600000000005,4:24:49,17.72
ID1528218704,0.0,1,9,-37.8187755,144.9701918,-38.1109156,144.6541725,44055.0,2018-07-08,10:44:55,10609.919999999998,13:41:44,25.84
ID1801148851,0.0,4,6,-37.8112428,145.0035322,-37.7908183,144.9857929,3866.0,2018-04-28,12:37:45,975.36,12:54:00,
ID3233001747,1.0,4,8,-37.8076298,145.0076639,-37.807202,145.0266373,2522.0,2018-06-08,20:14:30,600.0600000000001,20:24:30,
ID3296917379,1.0,9,7,-38.1109156,144.6541725,-37.8618349,144.905716,50797.0,2018-02-21,21:09:24,13204.979999999994,0:49:28,
ID5536293169,2.0,8,7,-37.8158343,145.04645,-37.8618349,144.905716,15151.0,2018-01-24,16:13:29,4917.479999999999,17:35:26,
ID3867423769,1.0,5,7,-37.8046039,144.9102956,-37.8618349,144.905716,12885.0,2018-05-10,09:36:28,4019.5200000000013,10:43:27,26.89
ID1159373354,0.0,7,9,-37.8618349,144.905716,-38.1109156,144.6541725,50797.0,2018-06-25,21:17:52,13173.359999999999,0:57:25,
ID1351580083,0.0,3,9,-37.8131913,144.9902056,-38.1109156,144.6541725,46082.0,2018-03-10,22:17:33,11080.859999999999,1:22:13,34.16
ID3309872239,1.0,9,4,-38.1109156,144.6541725,-37.801905,145.0034357,47795.0,2018-06-18,17:36:24,11607.660000000003,20:49:51,63.24
ID3916942078,1.0,8,2,-37.8158343,145.04645,-37.8224573,144.9478483,9255.0,2018-03-24,11:44:01,2694.7799999999984,12:28:55,21.43
ID3675510443,1.0,9,4,-38.1109156,144.6541725,-37.8124202,145.0150312,48265.0,2018-02-18,20:51:40,11700.54000000001,0:06:40,68.1
ID3151738208,1.0,2,1,-37.8153797,144.9225106,-37.8212898,144.9644173,5165.0,2018-06-24,15:48:05,1410.9000000000012,16:11:35,22.43
ID5546998616,2.0,2,7,-37.8118628,144.9383351,-37.8618349,144.905716,10294.0,2018-01-13,13:59:08,3369.0600000000004,14:55:17,348.87
ID3990706040,1.0,9,7,-38.1109156,144.6541725,-37.8618349,144.905716,50797.0,2018-03-07,08:58:21,13204.979999999994,12:38:25,66.21
ID5114640093,2.0,9,1,-38.1109156,144.6541725,-37.80439,144.9487149,43521.0,2018-06-01,19:33:45,10457.039999999995,22:28:02,
ID1386706194,0.0,2,3,-37.8210441,144.9472646,-37.824998,144.99804,5010.0,2018-04-28,01:38:13,1240.1399999999999,1:58:53,18.79
ID1305977196,0.0,6,1,-37.7874325,144.9803767,-37.8057963,144.9646323,3124.0,2018-02-17,13:31:01,799.86,13:44:20,12.87
ID3152839196,1.0,8,1,-37.8158343,145.04645,-37.8115103,144.9646963,7421.0,2018-05-16,07:17:20,2162.3400000000015,7:53:22,
ID3391520199,1.0,7,5,-37.8618349,144.905716,-37.8167361,144.9273952,11421.0,2018-03-17,21:04:00,3690.9599999999987,22:05:30,
ID5124754576,2.0,3,9,-37.8153045,144.985822,-38.1109156,144.6541725,45514.0,2018-03-05,06:26:27,10891.02,9:27:58,1054.44
ID5341174480,2.0,2,3,-37.8231612,144.9517464,-37.8110847,144.9926428,4145.0,2018-04-09,08:08:44,1144.5000000000002,8:27:48,122.75
ID5536219812,2.0,2,4,-37.8175483,144.9465439,-37.8160204,145.0111408,6417.0,2018-02-08,14:25:42,1652.2200000000005,14:53:14,177.29
ID1652168818,0.0,2,6,-37.8087463,144.9259141,-37.7908183,144.9857929,7094.0,2018-04-03,13:20:38,1865.52,13:51:43,7.69
ID3785289380,1.0,4,3,-37.8042449,145.0143051,-37.8111528,144.9975025,2372.0,2018-01-03,15:38:52,601.0800000000002,15:48:53,
ID1359781139,0.0,6,3,-37.7908183,144.9857929,-37.8208441,144.988386,3724.0,2018-01-17,18:54:21,918.4799999999997,19:09:39,8.89
ID3986071937,1.0,2,5,-37.8151363,144.9471952,-37.8050904,144.930054,2264.0,2018-01-27,16:59:19,601.5,17:09:20,16.31
ID5928428362,2.0,5,6,-37.7988356,144.9358024,-37.7907967,144.985865,5710.0,2018-06-12,19:51:00,1601.3999999999999,20:17:41,175.09
ID3980406621,1.0,5,9,-37.8132674,144.933444,-38.1109156,144.6541725,43712.0,2018-03-26,10:55:05,10498.679999999998,13:50:03,
ID3313049608,1.0,7,9,-37.8618349,144.905716,-38.1109156,144.6541725,50797.0,2018-03-24,14:52:47,13173.359999999999,18:32:20,
ID3299024969,1.0,4,1,-37.8148938,145.0142805,-37.8102793,144.9728777,4496.0,2018-06-06,16:30:10,1145.2800000000007,16:49:15,
ID3895397857,1.0,3,6,-37.8220691,144.969616,-37.7874325,144.9803767,4405.0,2018-03-22,02:50:52,1113.84,3:09:25,
ID5973667170,2.0,3,2,-37.8241513,144.9836509,-37.8161206,144.9287575,6482.0,2018-04-15,16:13:54,1403.5800000000006,16:37:17,161.2
ID1214078404,0.0,8,2,-37.807202,145.0266373,-37.8236288,144.9431858,8835.0,2018-07-11,03:17:35,2268.360000000001,3:55:23,12.1
ID1259740137,0.0,2,4,-37.8129746,144.9350314,-37.8101994,145.0161948,8327.0,2018-03-18,18:25:21,2061.54,18:59:42,16.21
ID5762419849,2.0,7,5,-37.8618349,144.905716,-37.8043053,144.9290103,11327.0,2018-03-11,04:30:05,3675.539999999999,5:31:20,388.18
ID1443088875,0.0,9,3,-38.1109156,144.6541725,-37.8158579,144.9823768,45203.0,2018-05-18,16:48:37,10960.679999999997,19:51:17,25.57
ID5966797596,2.0,3,4,-37.8189685,144.9849984,-37.8033282,144.994517,2286.0,2018-07-09,23:50:23,630.6600000000002,0:00:53,90.55
ID1810469062,0.0,9,3,-38.1109156,144.6541725,-37.8263028,144.9798403,45322.0,2018-02-23,04:47:25,10936.499999999996,7:49:41,29.05
ID3498612653,1.0,2,1,-37.8244158,144.9444822,-37.8043054,144.9420045,2927.0,2018-01-12,11:15:48,696.4200000000003,11:27:24,9.07
ID1786454065,0.0,2,5,-37.8240968,144.9307186,-37.7882653,144.9292018,4205.0,2018-04-24,12:46:34,948.12,13:02:22,7.89
ID5363481288,2.0,8,4,-37.807202,145.0266373,-37.8135406,145.0103946,2518.0,2018-05-05,21:42:20,596.1600000000001,21:52:16,
ID1706535651,0.0,1,4,-37.8128747,144.9724734,-37.8153242,145.0075979,3588.0,2018-05-15,13:40:27,914.5800000000002,13:55:41,7.88
ID3975458174,1.0,8,2,-37.8158343,145.04645,-37.8204843,144.9493105,9151.0,2018-02-01,16:26:04,2644.3199999999997,17:10:08,23.35
ID1884028503,0.0,8,2,-37.8158343,145.04645,-37.8166589,144.9374933,10036.0,2018-02-27,17:07:08,2859.9599999999973,17:54:47,11.72
ID1637223772,0.0,5,6,-37.8001131,144.9353096,-37.7874421,144.9804091,6925.0,2018-01-15,15:53:50,1731.3,16:22:41,
ID3329240202,1.0,7,9,-37.8618349,144.905716,-38.1109156,144.6541725,50797.0,2018-07-09,00:53:50,13173.359999999999,4:33:23,76.14
ID3450555629,1.0,1,9,-37.8033312,144.9555054,-38.1109156,144.6541725,43828.0,2018-03-26,16:44:03,10610.099999999999,19:40:53,57.0
