,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
ID3159730738,1,6,7,-37.7874325,144.9803767,-37.8618349,144.905716,11633.0,2018-01-24,23:56:57,3663.780000000001,0:58:00,29.33
ID1161003442,0,6,5,-37.7907967,144.985865,-37.8095255,144.9339598,6380.0,2018-03-22,06:30:20,1754.5199999999995,6:59:34,5.99
ID1933209422,0,6,1,-37.7874325,144.9803767,-37.8112181,144.9583727,3909.0,2018-01-15,13:07:12,973.8400000000003,13:22:30,6.92
ID3989232287,1,2,4,-37.8136161,144.9371999,-37.7998201,145.0147972,8195.0,2018-03-18,03:38:19,2146.2,4:14:05,28.59
ID1696795410,0,8,9,-37.8158343,145.04645,-38.1109156,144.6541725,51032.0,2018-05-12,11:03:47,12681.059999999998,14:35:08,22.44
ID1277445733,0,3,1,-37.8188491,144.9682981,-37.8150687,144.9354143,3611.0,2018-02-23,07:14:40,945.1599999999997,7:29:21,4.75
ID3722556165,1,7,1,-37.8618349,144.905716,-37.8146131,144.9600801,8310.0,2018-04-11,13:12:04,2860.3199999999974,13:59:44,20.57
ID3327172055,1,2,5,-37.8222512,144.9497707,-37.8045071,144.9269774,3275.0,2018-04-12,08:06:28,890.3400000000003,8:21:18,6.4
ID5848996799,2,1,9,-37.8010997,144.9607876,-38.1109156,144.6541725,44377.0,2018-07-06,14:56:59,10727.22,17:55:46,1065.44
ID1983221047,0,5,9,-37.806898,144.9269769,-38.1109156,144.6541725,44359.0,2018-05-28,18:32:46,10682.939999999999,21:30:48,19.82
ID3402527172,1,6,1,-37.7874325,144.9803767,-37.8184197,144.966889,4047.0,2018-04-16,23:14:18,982.5600000000006,4:45:16,17.79
ID5674189098,2,8,9,-37.8158343,145.04645,-38.1109156,144.6541725,51032.0,2018-01-17,13:59:02,12681.059999999998,17:30:23,1255.81
ID1690120893,0,5,7,-37.8097706,144.9300462,-37.8618349,144.905716,11705.0,2018-03-17,11:33:11,3729.0600000000013,12:18:58,10.13
ID1437033001,0,2,3,-37.8216583,144.9425787,-37.8126215,144.9738143,3116.0,2018-02-02,09:08:34,699.0000000000002,9:20:13,5.31
ID1400605673,0,1,5,-37.8036544,144.9554625,-37.8050924,144.9369674,1948.0,2018-07-20,19:11:04,532.8000000000001,19:19:56,7.34
ID3913106544,1,5,4,-37.8047702,144.9324692,-37.8158106,145.0099552,7652.0,2018-07-07,04:55:12,1904.58,5:26:56,29.34
ID1298356958,0,2,1,-37.8133366,144.9384564,-37.8120814,144.9707261,3375.0,2018-04-13,10:37:51,803.8200000000003,10:51:14,2.71
ID3467273145,1,5,1,-37.7943924,144.9349072,-37.8089529,144.9463694,5481.0,2018-04-06,15:48:23,1306.26,16:10:09,15.01
ID1463766184,0,7,5,-37.8618349,144.905716,-37.8052568,144.9337541,10893.0,2018-03-14,19:01:25,3523.0199999999995,19:04:52,8.61
ID3878233594,1,1,4,-37.8164425,144.9373646,-37.8167272,145.0089124,7183.0,2018-07-23,13:23:49,1797.3600000000006,18:44:55,16.62
ID3916406809,1,7,6,-37.8618349,144.905716,-37.7874421,144.9804091,11630.0,2018-03-06,17:54:11,3678.539999999999,18:55:29,22.45
ID1269968732,0,5,6,-37.8167361,144.9273952,-37.7908183,144.9857929,7620.0,2018-02-22,16:59:43,1939.0200000000004,20:57:48,10.64
ID1542854594,0,4,3,-37.8108637,145.0092244,-37.8186356,145.000497,1972.0,2018-03-28,20:40:01,470.4,20:47:51,8.1
ID3878657193,1,6,7,-37.7874421,144.9804091,-37.8618349,144.905716,11630.0,2018-07-23,04:12:06,3697.0200000000013,5:13:43,28.98
ID1511171123,0,2,8,-37.8149767,144.9275019,-37.8158343,145.04645,11859.0,2018-05-20,14:16:43,3288.4199999999996,15:11:31,15.86
ID1332948586,0,4,9,-37.8097941,144.9931233,-38.1109156,144.6541725,46295.0,2018-06-13,01:34:44,11105.759999999998,4:39:49,25.0
ID5180806268,2,4,2,-37.8165392,145.0089739,-37.8152039,144.9364924,7290.0,2018-06-15,17:46:53,1794.539999999999,18:16:47,198.16
ID3783478300,1,3,1,-37.8194384,144.9747984,-37.8133615,144.9514277,2901.0,2018-06-20,16:31:28,718.8000000000002,20:11:58,11.76
ID3707336122,1,4,5,-37.8167945,145.0073797,-37.815083,144.9276048,8822.0,2018-03-13,12:13:08,2214.600000000001,15:43:56,20.83
ID1519899672,0,4,3,-37.7994026,145.0111035,-37.8208086,144.9850873,4113.0,2018-06-08,13:14:31,1120.1400000000003,13:33:11,8.76
ID1742615176,0,9,7,-38.1109156,144.6541725,-37.8618349,144.905716,50797.0,2018-03-02,11:18:26,13204.979999999994,12:30:57,18.52
ID3991015727,1,2,5,-37.8223314,144.9475823,-37.8098909,144.9357328,1906.0,2018-05-08,18:18:07,470.4599999999999,18:25:57,9.77
ID3261277299,1,4,9,-37.803262,145.0004241,-38.1109156,144.6541725,47442.0,2018-06-17,22:13:35,11491.32,1:25:06,66.12
ID3789325281,1,4,7,-37.8101799,144.9971276,-37.8618349,144.905716,10786.0,2018-03-03,20:56:14,3535.56,1:49:38,26.57
ID1708536964,0,1,4,-37.8224894,144.9478127,-37.8024117,145.0094612,6511.0,2018-01-04,19:32:22,1785.1800000000003,22:31:34,10.19
ID1776373379,3,3,5,-37.8175782,144.9900592,-37.8054636,144.9333753,5988.0,2018-04-27,01:57:18,1523.58,2:22:41,11.05
ID5778346520,1,5,2,-37.8073876,144.9322708,-37.8143317,144.9359226,1401.0,2018-05-24,07:28:14,357.24000000000007,7:34:11,49.38
ID1753493417,0,5,4,-37.8117394,144.9361524,-37.8079093,144.995935,6218.0,2018-04-17,07:27:32,1531.1999999999998,7:53:03,6.44
ID1364260287,0,1,9,-37.8096046,144.9726112,-38.1109156,144.6541725,44496.0,2018-06-10,02:17:20,10682.64,5:15:22,28.59
ID3774032937,1,9,2,-38.1109156,144.6541725,-37.8197324,144.9453164,41560.0,2018-01-19,18:09:11,9975.839999999998,20:55:26,47.9
ID3185568460,1,3,1,-37.8252138,144.9847198,-37.8115528,144.9702217,2221.0,2018-01-25,04:43:26,557.1600000000001,4:52:43,16.7
ID1134035241,0,5,4,-37.8046728,144.9365014,-37.8148938,145.0142805,7958.0,2018-03-05,04:11:54,2033.4,4:45:47,14.51
ID1827265750,0,3,6,-37.8247407,144.9849141,-37.7874325,144.9803767,4739.0,2018-01-07,00:16:18,1229.22,0:36:47,15.27
ID1652434726,0,5,7,-37.8155713,144.928303,-37.8618349,144.905716,11674.0,2018-03-06,13:48:05,3768.1200000000003,14:50:53,11.47
ID1820123887,0,5,9,-37.816478,144.9283509,-38.1109156,144.6541725,44115.0,2018-05-23,21:21:25,10601.22,0:18:06,24.12
ID1221056377,2,4,3,-37.8162179,145.0073956,-37.8167421,144.991126,1668.0,2018-06-10,21:56:35,409.13999999999993,22:03:24,17.11
ID3940133382,1,6,3,-37.7874325,144.9803767,-37.8176259,145.0056906,5478.0,2018-04-24,22:45:51,1364.88,23:08:35,21.84
ID3334056300,1,1,2,-37.8149978,144.9720111,-37.8247028,144.9428722,3061.0,2018-02-28,15:01:26,751.1999999999998,15:13:57,13.75
ID3807349380,1,4,1,-37.8005538,144.9911639,-37.81078,144.9711956,2691.0,2018-05-03,02:17:27,650.16,2:28:17,18.73
ID3641470091,1,9,4,-38.1109156,144.6541725,-37.8103519,145.0152102,48716.0,2018-03-16,05:49:49,11788.620000000003,9:06:17,60.77
ID1785812138,3,8,4,-37.8158343,145.04645,-37.8090808,145.0003989,4281.0,2018-04-02,17:56:08,1358.8800000000003,18:18:46,9.64
ID3590723145,1,5,7,-37.80348,144.936364,-37.8618349,144.905716,10795.0,2018-03-07,04:10:56,3480.0600000000004,5:08:56,28.56
ID3229536279,2,3,9,-37.8242946,144.9821484,-38.1109156,144.6541725,45572.0,2018-02-16,02:33:36,10984.38,5:36:40,57.58
ID3579521298,1,9,3,-38.1109156,144.6541725,-37.824134,144.9900841,46000.0,2018-03-04,18:08:55,11173.740000000007,21:15:08,57.24
ID1259457946,0,5,6,-37.7987409,144.9359,-37.7907967,144.985865,7741.0,2018-02-21,23:48:03,2044.7999999999997,0:22:07,13.79
ID1624890907,0,1,6,-37.8082922,144.9365023,-37.7738026,144.9836466,10040.0,2018-01-02,16:41:44,3065.6400000000003,17:32:49,11.14
ID3652455797,1,8,9,-37.8158343,145.04645,-38.1109156,144.6541725,51032.0,2018-02-05,13:23:56,12681.059999999998,16:55:17,59.28
ID1708026592,0,2,3,-37.8109583,144.9400646,-37.8250019,144.9827671,4901.0,2018-06-04,17:30:22,1199.6400000000008,17:50:21,7.15
ID1507011464,0,1,9,-37.8111175,144.9731851,-38.1109156,144.6541725,44285.0,2018-01-16,17:28:49,10633.56,20:26:02,20.53
ID1574229344,0,1,9,-37.8152963,144.9412116,-38.1109156,144.6541725,42156.0,2018-06-22,07:26:39,10101.179999999998,10:15:00,16.25
ID3542042721,1,6,4,-37.7874421,144.9804091,-37.8143628,145.0068668,5217.0,2018-06-01,19:41:13,1379.9999999999998,20:04:13,13.54
ID5657190238,3,7,9,-37.8618349,144.905716,-38.1109156,144.6541725,50797.0,2018-05-15,16:20:09,13173.359999999999,19:59:42,1301.83
ID5781304255,2,7,6,-37.8618349,144.905716,-37.773845,144.9836895,13169.0,2018-05-05,21:43:38,3863.579999999999,22:48:01,412.62
ID3306251989,1,7,2,-37.8618349,144.905716,-37.8192663,144.9501875,8804.0,2018-05-17,17:36:15,2995.7399999999993,18:26:10,21.09
ID5521176252,3,5,7,-37.7997515,144.9353799,-37.8618349,144.905716,13688.0,2018-04-07,13:40:31,4282.620000000001,14:51:53,446.67
ID1716395337,0,8,5,-37.807202,145.0266373,-37.8061098,144.9294827,9621.0,2018-04-25,12:16:30,2491.619999999999,12:58:01,11.03
ID1727981589,0,3,1,-37.8238772,144.981668,-37.8058495,144.9631063,3099.0,2018-01-16,21:17:02,759.8400000000001,21:29:41,14.48
ID3654162945,1,1,9,-37.8070104,144.9489637,-38.1109156,144.6541725,43090.0,2018-04-25,17:50:19,10350.48,20:42:49,48.18
ID3325000681,3,2,8,-37.8223792,144.9340469,-37.8158343,145.04645,10716.0,2018-03-19,10:25:03,3034.2000000000007,11:15:37,16.12
ID1620521558,0,9,4,-38.1109156,144.6541725,-37.8132093,145.0144442,48333.0,2018-06-06,14:41:52,11717.52000000001,17:57:09,20.43
ID1317200423,3,2,5,-37.8144165,144.9406565,-37.7954214,144.9311334,2664.0,2018-01-04,11:09:25,720.3000000000001,11:21:25,3.33
ID1881318663,0,1,2,-37.8081859,144.9478074,-37.823966,144.9437262,2609.0,2018-03-10,13:39:16,593.7,13:49:09,9.78
ID3389419894,1,1,2,-37.819508,144.958246,-37.8164963,144.9458666,1586.0,2018-05-25,16:59:55,454.8599999999999,17:07:29,12.29
ID3427295676,1,4,6,-37.8129073,145.0130137,-37.7738026,144.9836466,10719.0,2018-02-04,11:10:54,3164.6400000000003,12:03:38,20.26
ID1981266479,0,9,2,-38.1109156,144.6541725,-37.8131932,144.9364189,43137.0,2018-04-03,02:07:28,10371.66,5:00:19,24.92
ID1952579953,0,9,2,-38.1109156,144.6541725,-37.8144165,144.9406565,42297.0,2018-02-06,04:10:55,10148.219999999994,7:00:03,24.39
ID3201308658,1,4,6,-37.8063852,145.0100327,-37.7907967,144.985865,3790.0,2018-02-11,03:44:47,1080.66,4:02:47,23.85
ID1766003449,0,9,2,-38.1109156,144.6541725,-37.8217376,144.9367746,43162.0,2018-02-03,00:53:39,10381.379999999996,3:46:40,28.07
ID1895053426,0,8,4,-37.807202,145.0266373,-37.8103201,145.0147918,2417.0,2018-05-22,20:23:42,580.86,20:14:02,8.82
ID3393922387,1,5,7,-37.7987608,144.9198481,-37.8618349,144.905716,12368.0,2018-02-20,12:27:25,3859.500000000001,11:23:06,20.16
ID1326094952,0,5,2,-37.8052448,144.9373053,-37.814753,144.9418394,1523.0,2018-07-08,13:16:17,380.63999999999993,13:09:57,11.65
ID5783331680,2,7,5,-37.8618349,144.905716,-37.8031878,144.9367171,10852.0,2018-01-14,21:12:02,3552.7799999999997,22:11:14,383.4
ID1287148703,0,6,9,-37.7738026,144.9836466,-38.1109156,144.6541725,51061.0,2018-05-02,16:58:37,12976.499999999996,13:22:21,23.18
ID3842093070,1,9,2,-38.1109156,144.6541725,-37.8195536,144.9445256,41458.0,2018-02-21,18:11:35,9949.379999999997,20:57:24,48.17
ID3882270013,1,9,4,-38.1109156,144.6541725,-37.7995518,145.0036237,48184.0,2018-01-15,20:46:36,11702.100000000004,17:31:34,55.71
ID1201670889,0,3,9,-37.8207395,144.9851336,-38.1109156,144.6541725,45588.0,2018-07-03,3:19:49,10941.96,00:17:28,24.95
ID3358954538,1,8,1,-37.8158343,145.04645,-37.802329,144.9427414,9346.0,2018-05-12,23:13:36,2552.82,22:31:04,30.73
ID3869141968,1,6,4,-37.7907967,144.985865,-37.8093149,145.0136245,4275.0,2018-05-17,08:48:30,1217.8200000000002,9:08:47,9.1
ID1362254602,0,2,9,-37.8207271,144.9318429,-38.1109156,144.6541725,43318.0,2018-04-01,14:08:18,10401.599999999999,17:01:39,22.08
ID1515756167,0,1,4,-37.8118593,144.9565238,-37.8063556,144.9979988,4129.0,2018-05-14,6:04:56,973.0200000000004,05:48:43,13.35
ID5898868559,2,5,2,-37.802525,144.9270871,-37.8245038,144.9470991,3544.0,2018-06-03,07:54:24,828.8399999999999,8:08:12,101.01
ID5963042146,2,9,1,-38.1109156,144.6541725,-37.7990107,144.9541954,44189.0,2018-05-25,13:31:49,10637.579999999998,16:29:06,1056.5
ID3619713369,1,4,5,-37.8167868,145.0072588,-37.8054411,144.9333019,7392.0,2018-02-26,20:11:14,1891.8600000000004,19:39:43,16.43
ID3810712061,1,6,9,-37.7874421,144.9804091,-38.1109156,144.6541725,47035.0,2018-04-21,22:07:30,11407.859999999999,1:17:37,61.75
ID5660405299,2,9,5,-38.1109156,144.6541725,-37.8000152,144.935183,46043.0,2018-06-12,22:30:31,11065.68,19:26:06,1097.43
ID3743740388,1,2,7,-37.8121435,144.9382429,-37.8618349,144.905716,10860.0,2018-03-01,06:56:10,3511.0800000000004,7:54:41,17.61
ID5997765339,2,8,9,-37.807202,145.0266373,-38.1109156,144.6541725,49777.0,2018-02-15,13:32:01,12069.779999999999,16:53:10,1194.96
ID5421918671,2,2,8,-37.8155045,144.9377081,-37.807202,145.0266373,8734.0,2018-04-25,06:25:27,2259.4800000000005,7:03:06,231.6
